GENE	he%sample1	he%sample2	he%sample3	ht%sample1	ht%sample2	ht%sample3	hy%sample1	hy%sample2	hy%sample3
HE_COMP231696_C19_SEQ1.234-420|SPU_024249	0	0	0	0	0	0	1	0	3
HE_CONTIG4044|SPU_024921	117	61	61	13	42	94	91	137	100
HE_CONTIG1470|UNKNOWN	0	0	0	3	4	0	2	0	1
HE_COMP244861_C2_SEQ1.0-1124|SPU_010316	182	138	138	699	936	121	381	113	264
HE_FRAG10374.0-762|SPU_016224	76	106	106	35	37	49	70	30	44
HE_COMP239289_C1_SEQ1.0-1500|SPU_028312	226	249	249	722	1340	749	579	224	213
HE_CONTIG211|SPU_016352	64	100	100	174	208	92	115	129	111
HE_CONTIG5126|SPU_011365	114	64	64	150	289	122	162	100	157
HE_CONTIG5051|SPU_013874	1613	1310	1310	270	671	434	2409	1388	2374
HE_FRAG4290.306-540|SPU_016427	0	0	0	3	5	5	3	4	3
HE_COMP232974_C6_SEQ1.0-1242|UNKNOWN	64	57	57	431	692	215	198	98	130
HE_COMP241108_C1_SEQ1.0-1248|SPU_016198	7264	5579	5579	3502	6081	1998	4883	3114	5483
HE_FRAG3562.395-440|UNKNOWN	0	0	0	2	0	1	2	0	3
HE_FRAG3949.165-4512|SPU_024896	1382	2185	2185	1432	3431	158	1093	896	2174
HE_COMP240459_C1_SEQ1.40-181|UNKNOWN	29	18	18	51	76	37	61	33	52
HE_COMP244836_C2_SEQ4.135-2046|SPU_023572	120	323	323	232	354	165	132	118	159
HE_COMP220363_C2_SEQ1.0-342|SPU_016433	1	1	1	1	3	0	0	0	4
HE_COMP231142_C0_SEQ1.0-1641|SPU_011358	669	743	743	489	605	283	416	880	413
HE_COMP237426_C7_SEQ4.663-840|UNKNOWN	112	110	110	189	330	98	73	124	123
HE_FRAG15898.0-573|SPU_019494	580	1165	1165	1793	2921	689	1668	431	864
HE_CONTIG2368|SPU_018517	24	32	32	28	112	42	26	13	11
HE_COMP237114_C8_SEQ1.0-1296|SPU_012491	11	11	11	11	93	16	46	12	21
HE_COMP238687_C0_SEQ2.52-924|SPU_017542	9	17	17	200	362	229	49	66	74
HE_FRAG10908.0-785|SPU_018844	51	69	69	185	252	100	150	94	203
HE_FRAG12998.1-969|SPU_017439	88	113	113	144	99	43	101	78	186
HE_COMP205371_C2_SEQ1.12-120|UNKNOWN	0	0	0	2	1	0	2	0	0
HE_COMP226323_C0_SEQ1.60-336|SPU_021899	14	0	0	2	2	7	8	1	7
HE_COMP229961_C3_SEQ1.0-1689|SPU_000255	219	69	69	48	46	12	84	377	91
HE_CONTIG2233|SPU_014493	1643	429	429	1493	2476	1570	1723	1129	2040
HE_CONTIG1945|SPU_000082	165	106	106	17	58	5	172	42	68
HE_COMP232939_C1_SEQ3.39-81|UNKNOWN	0	1	1	1	1	1	0	0	1
HE_COMP205303_C0_SEQ1.18-111|UNKNOWN	0	1	1	3	4	0	0	2	0
HE_CONTIG750|SPU_010664	706	678	678	374	566	135	658	994	405
HE_FRAG5013.60-6102|SPU_018549	231	204	204	138	326	89	106	181	95
HE_CONTIG1732|SPU_011283	320	510	510	1801	1475	1039	659	256	626
HE_FRAG9206.0-2745|SPU_021684	3396	2310	2310	1546	3013	1821	2395	2367	2729
HE_FRAG1078.24-1425|SPU_005304	145	162	162	241	422	204	194	144	206
HE_FRAG9107.87-455|SPU_015467	37	67	67	228	230	152	117	51	75
HE_COMP237611_C4_SEQ1.264-882|SPU_024278	291	304	304	1175	1115	445	283	122	238
HE_CONTIG2585|SPU_002256	7649	5411	5411	4195	5279	2530	11364	4309	7345
HE_FRAG17499.230-2157|SPU_018085	49950	61435	61435	26079	31183	25149	60026	45382	69240
HE_CONTIG26|UNKNOWN	3295	3652	3652	4083	8029	4589	7005	2031	5432
HE_FRAG19990.377-2892|SPU_011257	2559	1721	1721	828	1509	1092	1377	2394	2180
HE_CONTIG4918|SPU_000755	274	500	500	203	593	84	749	535	639
HE_CONTIG2554|SPU_011355	2716	1882	1882	603	1437	339	2525	2570	2931
HE_CONTIG4224|UNKNOWN	1	3	3	0	0	0	1	0	0
HE_COMP236854_C6_SEQ2.21-81|UNKNOWN	1288	1909	1909	4775	4921	3074	2742	1439	3277
HE_CONTIG3754|SPU_018204	64	126	126	78	253	217	130	49	168
HE_FRAG21268.106-142|UNKNOWN	1	0	0	0	1	0	2	0	0
HE_COMP221047_C4_SEQ1.3-771|UNKNOWN	297	116	116	194	480	216	600	140	225
HE_CONTIG4067|SPU_011863	12	10	10	13	15	78	27	31	11
HE_COMP240549_C2_SEQ1.41-86|UNKNOWN	0	1	1	3	5	0	3	0	4
HE_FRAG3138.285-1776|SPU_019348	98	6	6	21	20	3	58	19	7
HE_COMP245160_C2_SEQ1.228-291|UNKNOWN	1	0	0	1	1	1	0	2	0
HE_FRAG333.258-633|SPU_004550	18	7	7	3	1	0	7	7	4
HE_COMP245869_C0_SEQ2.32-1142|SPU_000536	77	159	159	27	61	9	42	67	37
HE_CONTIG249|SPU_004116	146892	79158	79158	24557	28388	12392	50165	46779	37778
HE_COMP245398_C0_SEQ8.6-735|SPU_014685	56	66	66	133	135	53	55	41	49
HE_COMP237975_C0_SEQ1.267-701|SPU_006392	50	34	34	12	13	17	52	36	21
HE_COMP244569_C9_SEQ1.121-151|UNKNOWN	0	0	0	1	0	0	1	1	0
HE_FRAG6662.15-411|SPU_025548	124	45	45	1170	340	152	313	151	150
HE_FRAG15210.15-54|UNKNOWN	0	0	0	0	1	1	0	0	0
HE_COMP232567_C13_SEQ1.0-630|SPU_027841	127	43	43	645	1634	193	563	260	763
HE_CONTIG4905|SPU_022382	26	9	9	17	28	12	47	24	22
HE_FRAG14786.30-1407|SPU_022683	101	124	124	398	200	35	81	115	42
HE_FRAG4359.938-1106|UNKNOWN	4	4	4	24	31	11	9	8	19
HE_COMP246260_C1_SEQ7.738-1140|SPU_026239	204	205	205	133	226	80	376	151	330
HE_CONTIG5070|SPU_000638	95	61	61	1185	503	212	308	72	138
HE_FRAG3937.0-1077|SPU_024793	32	51	51	43	56	7	78	73	45
HE_COMP247171_C11_SEQ1.21-60|UNKNOWN	0	0	0	2	3	0	1	1	0
HE_COMP233197_C5_SEQ7.255-291|UNKNOWN	0	0	0	0	1	1	0	0	0
HE_COMP202601_C0_SEQ1.96-284|UNKNOWN	88	24	24	13	27	19	37	49	98
HE_FRAG12115.0-2100|SPU_009558	400	595	595	294	544	264	565	335	292
HE_FRAG10772.30-3735|SPU_015305	12	6	6	15	83	13	10	4	23
HE_CONTIG872|SPU_006509	4012	3260	3260	2182	3603	2799	4440	939	4420
HE_CONTIG2010|SPU_011183	110	18	18	9	33	13	63	44	42
HE_COMP244940_C9_SEQ1.0-549|SPU_018330	517	599	599	584	496	339	444	532	1119
HE_FRAG3222.2739-2783|UNKNOWN	2	2	2	0	1	0	0	0	0
HE_FRAG19169.0-321|SPU_019169	2026	1631	1631	782	1080	739	1894	1279	1898
HE_CONTIG4416|SPU_024605	2479	3673	3673	4106	8480	4794	3443	1579	5289
HE_FRAG17828.2-370|UNKNOWN	36	53	53	4	3	3	23	63	58
HE_COMP235909_C1_SEQ1.477-1740|SPU_022841	137	187	187	102	208	183	98	226	170
HE_CONTIG532|SPU_028601	46	27	27	1	4	0	8	3	29
HE_FRAG15573.14-3206|SPU_007261	451	377	377	350	734	490	822	729	591
HE_COMP246164_C4_SEQ2.28-69|UNKNOWN	2	1	1	1	0	0	0	0	0
HE_FRAG14900.1925-2234|SPU_025615	1120	889	889	926	1850	1300	1739	1705	2197
HE_FRAG3590.3-1434|SPU_026639	169	125	125	436	670	206	168	158	113
HE_CONTIG1471|SPU_008553	2225	3501	3501	3675	5321	3285	5882	1179	3662
HE_FRAG3653.0-3288|SPU_007023	487	479	479	541	1053	463	436	444	325
HE_FRAG20862.0-1170|SPU_008916	492	333	333	703	855	422	344	219	395
HE_FRAG5155.627-738|SPU_025457	1	14	14	7	14	6	5	2	4
HE_COMP234175_C0_SEQ1.0-1233|SPU_026079	410	108	108	41	137	34	183	390	226
HE_FRAG22654.0-4187|SPU_013715	2074	1230	1230	2920	5696	3813	1393	2413	2272
HE_CONTIG2550|SPU_001596	38800	34534	34534	53137	75767	72434	46465	21201	35386
HE_COMP238029_C6_SEQ2.141-2256|SPU_012933	2045	944	944	739	1133	449	1158	2032	1595
HE_CONTIG3717|SPU_007277	44	176	176	1172	741	712	840	186	1008
HE_CONTIG1546|SPU_028934	99	140	140	75	11	14	344	68	49
HE_COMP243001_C0_SEQ3.0-2193|SPU_008218	561	668	668	381	684	288	638	531	454
HE_FRAG5758.45-1050|SPU_027703	390	424	424	22	58	47	298	313	402
HE_CONTIG259|SPU_016030	40	4	4	0	2	5	15	2	2
HE_FRAG11562.0-1020|SPU_013919	750	733	733	1468	2373	647	2005	654	1879
HE_FRAG9545.1284-1482|SPU_012102	1	2	2	1	21	0	3	0	3
HE_CONTIG1533|UNKNOWN	381	102	102	210	254	161	172	326	154
HE_FRAG5965.30-1743|SPU_016382	220	112	112	32	125	17	187	96	342
HE_COMP231037_C2_SEQ1.2-381|SPU_012772	16	4	4	1	1	0	1	2	4
HE_COMP232550_C12_SEQ1.2-2789|SPU_019959	124	151	151	558	603	278	130	96	207
HE_FRAG19587.2-2174|SPU_026331	1739	1093	1093	1004	1596	883	1074	977	948
HE_COMP233383_C6_SEQ1.68-116|UNKNOWN	0	0	0	0	1	0	2	0	0
HE_COMP160330_C0_SEQ1.2-67|UNKNOWN	18	40	40	5	13	9	12	14	16
HE_COMP236957_C0_SEQ1.6-410|SPU_021196	1	0	0	3	30	4	2	0	0
HE_COMP231460_C5_SEQ1.0-731|SPU_024362	1	43	43	20	9	6	27	23	19
HE_CONTIG1329|SPU_017427	310	376	376	145	270	214	221	158	168
HE_CONTIG5009|SPU_015088	6018	3048	3048	3863	3579	1923	9424	2644	5176
HE_COMP241895_C1_SEQ1.0-2493|SPU_019031	1263	1567	1567	1322	2343	978	1533	788	1168
HE_COMP236779_C2_SEQ2.44-86|UNKNOWN	1	1	1	1	0	0	0	0	0
HE_COMP231362_C1_SEQ1.37-449|SPU_008440	179	250	250	979	1396	1369	1221	193	783
HE_CONTIG1356|UNKNOWN	21	21	21	0	1	1	1	4	2
HE_COMP243847_C6_SEQ1.1274-1526|UNKNOWN	0	1	1	0	0	0	1	1	1
HE_COMP8590_C0_SEQ1.90-270|UNKNOWN	8812	3821	3821	26125	16991	34418	7171	9579	7006
HE_COMP239766_C1_SEQ1.1-4032|SPU_010168	476	400	400	236	362	46	325	782	442
HE_COMP246749_C0_SEQ1.11-205|UNKNOWN	21544	15878	15878	11305	9703	7557	28754	24793	38103
HE_CONTIG2077|SPU_023272	134	50	50	17	27	7	69	124	34
HE_CONTIG4833|UNKNOWN	4	0	0	0	0	1	1	1	4
HE_FRAG15121.150-739|SPU_028827	1237	1238	1238	1256	2626	2179	2369	878	1135
HE_FRAG11037.123-186|UNKNOWN	332	247	247	521	449	365	448	254	341
HE_CONTIG2250|UNKNOWN	28	20	20	23	27	9	89	34	26
HE_COMP242701_C1_SEQ1.3-6927|SPU_012948	1453	1413	1413	623	2903	95	405	1269	432
HE_COMP236279_C4_SEQ1.0-198|SPU_002315	7	1	1	9	6	1	68	12	9
HE_CONTIG4130|SPU_017641	901	699	699	30597	42864	5940	10729	2502	6512
HE_COMP244257_C0_SEQ9.0-1170|SPU_018205	9654	11698	11698	17975	23720	7245	9313	7171	11579
HE_CONTIG2311|SPU_018518	15	10	10	27	29	10	206	81	4
HE_COMP236989_C7_SEQ1.144-264|UNKNOWN	1	0	0	0	1	0	1	0	1
HE_COMP230808_C2_SEQ1.57-1326|SPU_021726	28	18	18	3	2	1	20	21	14
HE_CONTIG4203|UNKNOWN	8	7	7	7	8	4	17	3	2
HE_COMP226224_C3_SEQ1.0-765|SPU_027308	1	1	1	1	1	0	1	1	1
HE_FRAG6826.2-2096|SPU_016482	509	542	542	517	619	1109	451	398	420
HE_FRAG5515.0-717|SPU_022502	642	397	397	1354	1018	272	1058	233	586
HE_COMP227855_C6_SEQ1.246-444|SPU_000186	2	1	1	0	2	0	1	0	0
HE_FRAG12340.66-1623|SPU_016957	2079	588	588	211	885	95	1064	1969	793
HE_COMP239885_C4_SEQ1.0-1977|SPU_006548	895	885	885	298	1094	268	1661	560	1308
HE_FRAG14801.0-1212|SPU_011736	21	6	6	46	133	41	17	41	56
HE_COMP245920_C1_SEQ1.0-11412|SPU_022311	1216	1502	1502	749	1300	1170	1450	1188	1197
HE_FRAG21607.0-692|SPU_027325	343	424	424	721	1302	93	649	208	695
HE_COMP242161_C0_SEQ1.0-4836|SPU_007773	2037	1937	1937	1812	2926	1532	3130	2608	2924
HE_CONTIG955|SPU_018472	1420	1747	1747	1551	3181	1117	1884	1864	1715
HE_FRAG6199.0-3614|SPU_006414	1471	1930	1930	725	1517	1015	2490	561	2159
HE_CONTIG2592|SPU_004445	1474	1656	1656	3639	6389	3941	4382	993	4539
HE_FRAG9401.909-1059|UNKNOWN	192	112	112	14	17	16	86	93	13
HE_COMP229093_C12_SEQ2.45-285|SPU_017293	2	7	7	18	12	3	5	1	4
HE_FRAG12841.4-1872|SPU_005399	250	442	442	19	36	6	134	60	350
HE_COMP58667_C0_SEQ1.129-327|SPU_005859	0	2	2	4	1	0	0	0	0
HE_COMP237808_C0_SEQ2.255-753|SPU_015699	420	193	193	103	89	45	322	547	223
HE_COMP232122_C3_SEQ1.495-603|UNKNOWN	1	0	0	5	0	5	7	2	2
HE_CONTIG703|UNKNOWN	4106	2981	2981	1004	2568	1126	4685	3984	4007
HE_COMP229698_C3_SEQ1.0-1659|SPU_002820	12	4	4	18	38	18	30	29	8
HE_FRAG7132.2097-2265|UNKNOWN	2	1	1	1	4	2	3	1	2
HE_COMP235283_C0_SEQ1.21-1224|SPU_002389	298	187	187	420	544	566	296	190	352
HE_FRAG940.546-684|SPU_023556	3	6	6	6	4	5	11	5	2
HE_FRAG16354.42-2532|SPU_017944	718	529	529	662	829	486	236	421	517
HE_CONTIG33|SPU_014657	2785	2791	2791	2685	2867	866	1416	1462	2103
HE_FRAG10973.0-2166|SPU_007611	3876	3271	3271	6139	7730	1761	5183	3691	4324
HE_COMP238781_C1_SEQ1.1061-2513|SPU_001762	802	863	863	987	1476	337	893	1086	1418
HE_CONTIG5216|SPU_008979	1958	8334	8334	2764	12912	806	4921	2608	3915
HE_COMP232604_C0_SEQ1.0-1680|SPU_014505	677	1230	1230	498	1033	559	523	300	790
HE_FRAG7301.0-1634|SPU_004700	1513	1799	1799	2560	3813	2464	1818	1538	2511
HE_COMP230250_C6_SEQ1.2-1058|SPU_006636	10	6	6	116	233	324	9	9	10
HE_COMP245193_C2_SEQ1.864-1131|SPU_003811	0	9	9	7	3	1	1	0	5
HE_COMP230616_C1_SEQ2.21-2082|SPU_021120	358	304	304	516	655	319	313	132	229
HE_FRAG8760.72-804|SPU_009135	265	201	201	108	152	132	718	69	360
HE_COMP220508_C0_SEQ1.35-230|UNKNOWN	9	1	1	2	7	1	1	1	0
HE_FRAG23375.7377-7848|SPU_012382	34	11	11	144	349	73	198	29	65
HE_CONTIG2811|SPU_005440	55	17	17	32	39	40	48	86	143
HE_CONTIG3633|UNKNOWN	5	1	1	1	0	0	3	0	5
HE_CONTIG1170|SPU_009241	687	285	285	106	75	34	729	134	361
HE_FRAG1852.1-1431|SPU_015981	582	1060	1060	582	1248	1602	1200	449	854
HE_FRAG10598.0-2778|SPU_020086	2105	1977	1977	1230	2641	567	2228	982	2092
HE_COMP237324_C3_SEQ1.12-882|SPU_022879	254	293	293	376	469	298	326	351	259
HE_FRAG9818.0-515|SPU_014002	1382	885	885	214	749	399	3047	242	920
HE_COMP237800_C2_SEQ1.96-135|UNKNOWN	0	0	0	0	0	0	0	0	0
HE_COMP235076_C2_SEQ1.813-1011|SPU_017709	32	31	31	24	40	8	33	12	31
HE_COMP229822_C0_SEQ1.0-558|SPU_003905	3503	5124	5124	7040	8558	12902	9566	2701	4812
HE_FRAG9403.417-1587|SPU_007519	46	68	68	174	258	109	233	186	316
HE_FRAG13519.237-906|SPU_002737	27	24	24	10	6	0	19	22	34
HE_COMP238173_C5_SEQ1.0-660|SPU_017985	42967	26051	26051	14025	24117	27060	33554	15476	20125
HE_FRAG20372.0-163|SPU_011720	19	11	11	28	28	10	38	10	13
HE_CONTIG897|SPU_005511	1019	971	971	3388	4805	1680	4397	589	1738
HE_COMP242108_C0_SEQ1.1733-2675|SPU_024401	1181	946	946	134	274	162	874	832	951
HE_FRAG1643.49-2435|SPU_005994	333	238	238	333	177	68	316	501	506
HE_FRAG227.0-1611|SPU_006513	5442	2446	2446	2707	2280	1541	3177	3193	2173
HE_CONTIG91|SPU_017911	57	15	15	6	1	8	28	7	19
HE_FRAG5089.0-519|SPU_008272	1379	1409	1409	437	736	295	1932	998	1555
HE_FRAG11883.0-644|SPU_024325	120	39	39	140	227	49	107	95	102
HE_COMP238104_C5_SEQ3.47-89|UNKNOWN	4	4	4	4	3	2	5	0	1
HE_FRAG7968.180-1908|SPU_005134	378	185	185	524	1355	806	618	297	235
HE_CONTIG550|UNKNOWN	2	14	14	34	58	31	16	2	21
HE_FRAG11375.9-1482|SPU_011058	142	51	51	812	503	48	115	195	134
HE_CONTIG2286|SPU_006354	0	0	0	0	0	1	3	1	0
HE_COMP229344_C0_SEQ1.0-1179|SPU_027648	3	2	2	1	4	2	12	13	24
HE_COMP239873_C2_SEQ2.0-405|SPU_028636	12118	10514	10514	598	954	423	7665	2157	6422
HE_CONTIG3496|SPU_008152	642	346	346	587	949	992	1339	802	930
HE_COMP234585_C0_SEQ1.15-954|SPU_015274	167	238	238	267	457	275	142	75	109
HE_FRAG6284.75-453|SPU_024292	10	3	3	2	4	1	3	10	6
HE_FRAG8989.2474-4781|SPU_008559	308	261	261	182	358	68	142	297	152
HE_CONTIG3242|SPU_024015	60	27	27	21	18	10	32	8	14
HE_FRAG13454.2-3273|SPU_011877	514	312	312	1311	1310	728	435	544	532
HE_CONTIG461|SPU_023674	26	20	20	6	23	0	12	15	2
HE_FRAG9314.11-1684|SPU_023014	2321	1298	1298	451	944	1208	1603	2334	1552
HE_COMP226047_C0_SEQ2.81-354|UNKNOWN	3	1	1	3	4	0	2	0	6
HE_COMP230258_C14_SEQ1.249-540|SPU_027602	0	1	1	1	7	0	0	0	0
HE_CONTIG2459|UNKNOWN	523	190	190	196	389	229	439	354	398
HE_CONTIG2016|SPU_021823	100	69	69	117	24	47	94	111	48
HE_FRAG2618.483-3033|SPU_019365	187	128	128	391	323	100	105	195	198
HE_CONTIG5105|SPU_005400	76	920	920	1104	507	253	1014	1036	26
HE_CONTIG20|SPU_009553	894	633	633	1188	1188	1501	710	938	777
HE_CONTIG2961|SPU_000191	76	124	124	378	571	366	314	129	344
HE_COMP232373_C0_SEQ3.115-145|UNKNOWN	23	9	9	19	22	19	26	6	17
HE_FRAG3951.951-1185|SPU_011332	18	6	6	5	5	6	13	61	6
HE_COMP246707_C6_SEQ1.106-154|UNKNOWN	268	97	97	229	291	159	353	74	165
HE_CONTIG3791|SPU_013960	34	79	79	47	4	5	79	23	66
HE_CONTIG3777|SPU_001211	5	0	0	10	12	1	3	0	0
HE_CONTIG92|SPU_023733	329	243	243	171	669	313	463	245	404
HE_FRAG13600.45-3402|SPU_027047	2647	2921	2921	1219	927	994	1307	1056	1730
HE_CONTIG4350|SPU_022334	69	79	79	34	63	4	49	45	34
HE_FRAG6925.37-863|SPU_024029	2489	2151	2151	764	1616	850	2962	1317	2342
HE_COMP245848_C5_SEQ1.0-1191|SPU_009522	228	237	237	129	310	124	259	123	151
HE_COMP234146_C5_SEQ1.0-1059|SPU_008348	2929	1735	1735	2662	4986	1104	2469	2072	2332
HE_COMP224483_C4_SEQ1.0-228|SPU_011056	0	0	0	6	1	2	0	0	1
HE_COMP223400_C3_SEQ1.306-420|SPU_028511	1	0	0	0	3	3	0	1	1
HE_CONTIG1549|UNKNOWN	225	202	202	1485	1174	1114	1326	414	1383
HE_FRAG19622.0-1235|SPU_005964	4409	4870	4870	3160	4216	2875	5290	3176	5402
HE_CONTIG1152|SPU_006160	2024	2258	2258	1150	2803	2765	1849	793	3277
HE_FRAG6564.1-1229|SPU_028759	455	510	510	222	261	167	472	309	408
HE_COMP230234_C0_SEQ1.0-537|SPU_017466	213	302	302	259	578	748	291	187	273
HE_CONTIG2682|SPU_004144	2	6	6	0	3	0	16	8	5
HE_CONTIG2103|SPU_003140	60	95	95	153	151	195	76	65	97
HE_CONTIG4233|SPU_000260	893	995	995	981	2692	538	1965	506	1866
HE_FRAG21235.3-909|SPU_014663	25	3	3	7	32	4	25	21	16
HE_CONTIG5127|UNKNOWN	86	95	95	3	29	6	92	18	23
HE_FRAG21060.51-5082|SPU_019369	3223	2450	2450	1170	1609	2166	2843	2022	1949
HE_CONTIG2530|UNKNOWN	1	1	1	0	8	3	3	3	4
HE_COMP228810_C1_SEQ1.86-137|UNKNOWN	1	0	0	0	0	0	1	1	1
HE_COMP239946_C0_SEQ2.868-920|UNKNOWN	1	2	2	0	0	0	2	3	0
HE_CONTIG5170|SPU_004923	309	258	258	163	199	17	121	185	201
HE_FRAG21463.269-2024|SPU_013179	667	1388	1388	508	774	295	452	354	882
HE_FRAG18669.0-5403|SPU_003406	1899	2459	2459	3742	5988	2762	3934	2279	4175
HE_COMP232156_C2_SEQ1.2-41|UNKNOWN	0	0	0	0	1	1	0	0	1
HE_FRAG5467.120-1755|SPU_003657	562	129	129	515	673	296	357	408	224
HE_FRAG1230.831-1058|SPU_002633	14	16	16	1	1	0	5	1	8
HE_COMP238625_C2_SEQ1.593-686|UNKNOWN	1	2	2	7	1	1	8	5	3
HE_CONTIG3039|SPU_008488	32	27	27	8	14	7	18	6	10
HE_FRAG2896.342-747|SPU_028156	69	31	31	16	18	5	69	9	72
HE_FRAG17623.0-2651|SPU_007433	432	153	153	694	1848	794	798	530	689
HE_CONTIG4930|SPU_001569	59	63	63	101	542	49	113	103	51
HE_COMP224353_C0_SEQ1.0-1254|SPU_002092	12	1	1	10	11	10	41	30	9
HE_COMP231826_C3_SEQ1.0-1164|UNKNOWN	4	2	2	2	4	1	1	0	0
HE_FRAG1234.648-900|SPU_000878	1	4	4	1	6	3	11	2	7
HE_COMP234949_C4_SEQ1.65-113|UNKNOWN	1	1	1	3	2	1	2	1	3
HE_COMP202083_C0_SEQ1.4-28|UNKNOWN	0	2	2	0	0	0	0	0	0
HE_CONTIG2689|SPU_014687	770	433	433	767	992	694	738	846	679
HE_COMP207131_C1_SEQ1.57-243|SPU_024715	0	1	1	0	0	0	1	3	2
HE_COMP230790_C12_SEQ2.12-498|SPU_012318	4	8	8	2	2	4	2	1	2
HE_COMP235990_C4_SEQ4.210-1590|SPU_009582	1006	264	264	113	104	47	59	64	856
HE_COMP212602_C2_SEQ1.178-214|UNKNOWN	0	0	0	2	0	0	0	0	0
HE_COMP237710_C3_SEQ5.0-99|UNKNOWN	0	0	0	0	2	0	0	5	1
HE_CONTIG382|SPU_013476	10	8	8	0	4	0	6	3	2
HE_COMP239752_C14_SEQ1.168-732|UNKNOWN	0	1	1	9	8	5	9	1	6
HE_FRAG13264.6-279|UNKNOWN	570	435	435	390	373	294	642	247	655
HE_FRAG11292.12-2061|SPU_018970	43	15	15	77	99	38	14	71	38
HE_CONTIG2149|SPU_013997	23	42	42	7	7	4	46	25	6
HE_FRAG11917.48-5562|SPU_000437	884	1236	1236	734	1312	506	882	633	845
HE_COMP232313_C11_SEQ3.95-671|SPU_006001	16	43	43	71	265	9	25	22	35
HE_CONTIG4386|UNKNOWN	4	3	3	2	2	5	12	22	11
HE_COMP235216_C2_SEQ1.0-759|SPU_027555	120	171	171	34	81	4	144	177	40
HE_COMP244580_C10_SEQ1.0-42|UNKNOWN	0	0	0	1	1	0	0	1	0
HE_FRAG17549.9-1689|SPU_011260	202	178	178	270	263	87	153	87	167
HE_FRAG9087.40-2013|SPU_028180	176	201	201	181	573	297	258	192	140
HE_FRAG17127.1-2129|SPU_011769	1637	809	809	3618	3589	859	3425	2233	2869
HE_CONTIG4681|SPU_009460	18	9	9	1	39	5	83	48	76
HE_FRAG15947.0-39|UNKNOWN	0	2	2	0	0	0	0	0	0
HE_COMP171004_C0_SEQ1.96-227|UNKNOWN	32	36	36	21	35	28	37	40	17
HE_COMP238546_C3_SEQ5.22-64|UNKNOWN	0	0	0	1	0	0	0	0	0
HE_COMP240679_C2_SEQ3.14-176|UNKNOWN	6	13	13	4	10	2	8	5	5
HE_FRAG23230.1482-1692|UNKNOWN	12	19	19	6	16	1	10	31	5
HE_CONTIG5008|SPU_020597	20	1	1	12	21	4	25	33	4
HE_FRAG3743.0-836|SPU_026592	452	604	604	86	260	67	1085	236	612
HE_COMP238726_C7_SEQ1.62-191|UNKNOWN	2	63	63	6	4	1	20	1	34
HE_COMP238018_C1_SEQ7.0-1998|SPU_000170	13221	12676	12676	19846	18980	3171	12442	7021	10655
HE_CONTIG2803|SPU_006577	106	96	96	498	625	220	285	84	170
HE_CONTIG4676|UNKNOWN	236	183	183	183	116	39	139	112	153
HE_COMP247001_C5_SEQ1.25-61|UNKNOWN	4	1	1	0	2	1	4	0	6
HE_COMP240424_C1_SEQ1.0-1617|SPU_025484	2980	2561	2561	5315	4615	4193	2346	1996	2889
HE_CONTIG5017|SPU_015550	763	1275	1275	1355	2525	1015	2013	530	908
HE_COMP234186_C6_SEQ1.143-1106|SPU_022946	511	446	446	682	804	567	378	233	683
HE_CONTIG1629|SPU_014477	237	58	58	169	347	72	181	137	199
HE_CONTIG3404|SPU_011383	222	36	36	4	4	0	56	17	106
HE_CONTIG5241|UNKNOWN	3	5	5	0	0	0	15	0	5
HE_FRAG11409.0-2205|SPU_005666	434	335	335	515	505	120	334	338	263
HE_COMP245583_C8_SEQ3.0-1377|SPU_014653	7691	7796	7796	17378	12905	12915	13525	4614	11746
HE_COMP243752_C1_SEQ1.1245-3390|SPU_010429	64	68	68	30	50	9	81	106	136
HE_COMP241286_C2_SEQ1.531-759|SPU_017039	0	1	1	8	22	0	0	4	0
HE_COMP130840_C0_SEQ1.39-207|SPU_011309	1	9	9	5	2	1	0	0	0
HE_CONTIG2022|SPU_009121	12	6	6	0	0	0	4	0	0
HE_CONTIG2835|SPU_009843	31	39	39	48	66	22	19	17	24
HE_FRAG14860.0-2778|SPU_025840	315	129	129	1321	1038	543	285	393	312
HE_COMP232532_C6_SEQ1.85-305|SPU_027183	10	14	14	57	24	57	16	13	5
HE_COMP237307_C0_SEQ1.109-1659|SPU_002558	984	376	376	1410	2007	832	547	505	619
HE_CONTIG3283|UNKNOWN	152	123	123	244	414	135	277	148	187
HE_COMP236083_C2_SEQ1.318-579|SPU_011933	0	0	0	0	2	1	1	0	1
HE_FRAG6174.0-2580|SPU_011504	1689	1610	1610	743	1045	646	1545	1102	1232
HE_COMP229122_C0_SEQ1.0-1920|SPU_000438	249	29	29	4597	9718	2830	351	78	360
HE_FRAG22379.66-2000|SPU_013435	152	286	286	100	254	38	41	65	111
HE_CONTIG1594|SPU_011635	393	305	305	188	529	126	495	354	287
HE_CONTIG4699|UNKNOWN	1195	948	948	571	770	525	963	575	1079
HE_FRAG9817.18-1755|SPU_003128	861	550	550	566	909	444	607	603	583
HE_COMP246729_C1_SEQ38.102-1140|SPU_013209	1194	253	253	150	562	270	291	213	311
HE_CONTIG631|SPU_025675	813	628	628	585	902	561	1785	726	777
HE_COMP238023_C3_SEQ3.0-570|SPU_000035	120	192	192	389	796	375	476	97	378
HE_CONTIG1798|SPU_018003	0	2	2	0	1	0	1	1	0
HE_CONTIG1521|SPU_020813	50740	35186	35186	53534	71458	96262	43971	41390	30663
